smoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
sa;0.003344;0.003344;0.006689;0.003344;0.003344;0.123746;0.003344;0.013378;0.003344;0.137124;0.010033;0.307692;0.006689;0.013378;0.073579;0.003344;0.133779;0.003344;0.003344;0.003344;0.076923;0.003344;0.003344;0.003344;0.003344;0.003344;0.006689;0.003344;0.003344;0.003344;0.003344;0.006689;0.003344;0.003344;0.003344;0.003344;0.003344;0.003344
su;0.011364;0.011364;0.011364;0.011364;0.034091;0.022727;0.011364;0.011364;0.011364;0.227273;0.011364;0.045455;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.204545;0.011364;0.022727;0.011364;0.011364;0.011364;0.090909;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364;0.011364
sf;0.010204;0.010204;0.051020;0.030612;0.010204;0.020408;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.265306;0.010204;0.010204;0.010204;0.010204;0.173469;0.010204;0.010204;0.010204;0.112245;0.010204;0.010204;0.030612;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204;0.010204
sn;0.020000;0.020000;0.120000;0.080000;0.020000;0.020000;0.100000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000;0.020000
sh;0.012500;0.012500;0.012500;0.087500;0.012500;0.012500;0.450000;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.025000;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500
sm;0.015152;0.015152;0.136364;0.030303;0.015152;0.015152;0.242424;0.030303;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.030303;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.045455;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152
s ;0.000727;0.043605;0.086483;0.085029;0.108285;0.013808;0.074855;0.053779;0.039971;0.034884;0.031250;0.024709;0.014535;0.053779;0.011628;0.042151;0.041424;0.068314;0.002180;0.000727;0.003634;0.018895;0.018895;0.002180;0.002180;0.002180;0.051599;0.009448;0.008721;0.000727;0.001453;0.043605;0.000727;0.000727;0.000727;0.000727;0.000727;0.000727
ss;0.001661;0.001661;0.289037;0.418605;0.001661;0.001661;0.063123;0.011628;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.028239;0.001661;0.001661;0.044850;0.011628;0.001661;0.081395;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.001661;0.003322;0.001661
st;0.000730;0.000730;0.086194;0.251278;0.000730;0.146822;0.143901;0.023375;0.000730;0.003652;0.001461;0.002922;0.154127;0.007305;0.001461;0.002922;0.007305;0.000730;0.007305;0.000730;0.000730;0.000730;0.008766;0.050402;0.029218;0.028488;0.001461;0.023375;0.000730;0.000730;0.002191;0.003652;0.000730;0.000730;0.000730;0.001461;0.000730;0.000730
sz;0.018182;0.018182;0.072727;0.200000;0.018182;0.018182;0.054545;0.054545;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182;0.018182
sg;0.010989;0.010989;0.010989;0.461538;0.010989;0.087912;0.054945;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.021978;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989;0.010989
sp;0.003322;0.003322;0.069767;0.132890;0.003322;0.362126;0.046512;0.023256;0.003322;0.003322;0.016611;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.152824;0.003322;0.003322;0.003322;0.073090;0.019934;0.003322;0.003322;0.003322;0.009967;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322;0.003322
so;0.002283;0.089041;0.002283;0.002283;0.002283;0.093607;0.002283;0.015982;0.015982;0.214612;0.002283;0.020548;0.166667;0.002283;0.002283;0.127854;0.025114;0.004566;0.002283;0.002283;0.004566;0.002283;0.152968;0.002283;0.009132;0.002283;0.002283;0.002283;0.002283;0.002283;0.002283;0.004566;0.002283;0.002283;0.002283;0.002283;0.002283;0.002283
s);0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
sc;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.963330;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991;0.000991
sk;0.013889;0.013889;0.013889;0.027778;0.013889;0.041667;0.083333;0.222222;0.013889;0.013889;0.013889;0.013889;0.027778;0.013889;0.013889;0.013889;0.013889;0.013889;0.125000;0.013889;0.013889;0.013889;0.027778;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.027778;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889
sl;0.011765;0.011765;0.023529;0.035294;0.011765;0.011765;0.117647;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.341176;0.011765;0.011765;0.011765;0.011765;0.094118;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765;0.011765
sä;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.055556;0.013889;0.013889;0.013889;0.097222;0.013889;0.013889;0.263889;0.013889;0.013889;0.013889;0.013889;0.013889;0.111111;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889;0.013889
s,;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.630000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000;0.010000
s.;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.439394;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152;0.015152
sb;0.008130;0.008130;0.113821;0.577236;0.008130;0.016260;0.016260;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130;0.008130
sü;0.023256;0.023256;0.023256;0.023256;0.093023;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.069767;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
sj;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.050000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000;0.025000
sß;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
sö;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.119048;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810;0.023810
sv;0.014493;0.014493;0.014493;0.173913;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.028986;0.014493;0.289855;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493;0.014493
sx;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
s?;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
sq;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.139535;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
s!;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
sy;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.085106;0.021277;0.021277;0.021277;0.148936;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
s#;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
t(;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
tw;0.005435;0.005435;0.445652;0.108696;0.005435;0.005435;0.086957;0.027174;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.152174;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435;0.005435
ti;0.001136;0.001136;0.001136;0.059091;0.001136;0.001136;0.015909;0.001136;0.005682;0.047727;0.001136;0.092045;0.001136;0.069318;0.022727;0.002273;0.281818;0.001136;0.181818;0.001136;0.002273;0.113636;0.003409;0.002273;0.001136;0.001136;0.001136;0.001136;0.001136;0.001136;0.001136;0.073864;0.001136;0.001136;0.001136;0.001136;0.001136;0.001136
te;0.000500;0.000500;0.035982;0.002499;0.000500;0.207896;0.001999;0.010495;0.000500;0.329835;0.023988;0.008996;0.196902;0.011994;0.035482;0.000500;0.012994;0.000500;0.000500;0.001000;0.007996;0.000500;0.068966;0.000500;0.017991;0.010495;0.001000;0.000500;0.000500;0.000500;0.000500;0.000500;0.003998;0.000500;0.000500;0.000500;0.000500;0.000500
td;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
tr;0.001883;0.001883;0.075330;0.154426;0.001883;0.001883;0.370998;0.199623;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.075330;0.001883;0.001883;0.001883;0.001883;0.064030;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883;0.001883
ta;0.002857;0.002857;0.017143;0.002857;0.017143;0.045714;0.180000;0.022857;0.002857;0.131429;0.008571;0.008571;0.005714;0.040000;0.225714;0.002857;0.148571;0.005714;0.002857;0.002857;0.002857;0.002857;0.057143;0.002857;0.002857;0.002857;0.020000;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857;0.002857
tu;0.003003;0.003003;0.003003;0.009009;0.006006;0.309309;0.045045;0.003003;0.006006;0.393393;0.003003;0.078078;0.003003;0.006006;0.048048;0.003003;0.009009;0.003003;0.003003;0.003003;0.003003;0.003003;0.009009;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003;0.003003
tf;0.020408;0.020408;0.081633;0.163265;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.040816;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408;0.020408
tn;0.014706;0.014706;0.176471;0.235294;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.073529;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706;0.014706
th;0.012987;0.012987;0.077922;0.207792;0.012987;0.012987;0.129870;0.012987;0.012987;0.012987;0.012987;0.012987;0.025974;0.012987;0.012987;0.012987;0.012987;0.012987;0.051948;0.012987;0.012987;0.012987;0.012987;0.064935;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.012987;0.038961;0.012987
tm;0.022222;0.022222;0.044444;0.044444;0.022222;0.022222;0.088889;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.066667;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
t ;0.000578;0.108030;0.066436;0.095321;0.172155;0.006355;0.072790;0.067013;0.016753;0.037551;0.042750;0.029463;0.012709;0.053726;0.001155;0.044483;0.038706;0.006932;0.004622;0.001155;0.000578;0.012132;0.010976;0.001733;0.002889;0.000578;0.031196;0.008088;0.004044;0.000578;0.000578;0.043905;0.000578;0.000578;0.001155;0.000578;0.000578;0.000578
ts;0.002203;0.008811;0.011013;0.008811;0.008811;0.004405;0.037445;0.002203;0.004405;0.008811;0.002203;0.013216;0.218062;0.017621;0.039648;0.015419;0.013216;0.114537;0.013216;0.002203;0.255507;0.026432;0.061674;0.017621;0.004405;0.011013;0.035242;0.002203;0.002203;0.002203;0.002203;0.019824;0.002203;0.002203;0.002203;0.002203;0.002203;0.002203
tt;0.003236;0.019417;0.003236;0.608414;0.003236;0.048544;0.006472;0.006472;0.009709;0.003236;0.003236;0.003236;0.016181;0.019417;0.003236;0.003236;0.012945;0.003236;0.016181;0.003236;0.003236;0.003236;0.038835;0.006472;0.003236;0.019417;0.090615;0.003236;0.003236;0.003236;0.003236;0.003236;0.003236;0.006472;0.003236;0.003236;0.003236;0.003236
tz;0.003215;0.003215;0.019293;0.218650;0.003215;0.006431;0.006431;0.225080;0.003215;0.003215;0.003215;0.003215;0.102894;0.006431;0.260450;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.045016;0.003215;0.006431;0.003215;0.012862;0.006431;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215;0.003215
tg;0.008929;0.008929;0.008929;0.178571;0.008929;0.017857;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.491071;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929;0.008929
tp;0.021277;0.021277;0.021277;0.021277;0.021277;0.042553;0.021277;0.148936;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.063830;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
to;0.009346;0.009346;0.037383;0.009346;0.037383;0.373832;0.009346;0.018692;0.009346;0.028037;0.009346;0.009346;0.009346;0.018692;0.018692;0.009346;0.009346;0.009346;0.009346;0.009346;0.028037;0.102804;0.037383;0.009346;0.009346;0.009346;0.037383;0.009346;0.009346;0.018692;0.009346;0.009346;0.009346;0.009346;0.009346;0.009346;0.009346;0.009346
t);0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
tc;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
tk;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.051282;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
tl;0.003356;0.003356;0.785235;0.060403;0.003356;0.003356;0.026846;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.006711;0.003356;0.003356;0.003356;0.003356;0.010067;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356;0.003356
tä;0.005556;0.005556;0.005556;0.005556;0.072222;0.150000;0.005556;0.005556;0.005556;0.155556;0.005556;0.005556;0.005556;0.005556;0.422222;0.005556;0.016667;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556;0.005556
t,;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.896067;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809;0.002809
t.;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.850202;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049;0.004049
tb;0.012500;0.012500;0.012500;0.450000;0.012500;0.012500;0.062500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.025000;0.012500;0.012500;0.012500;0.012500;0.037500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500;0.012500
