unsmoothed;3
(;w;i;e;d;r;a;u;f;n;h;m; ;s;t;z;g;p;o;);c;k;l;ä;,;.;b;ü;j;ß;ö;v;x;?;q;!;y;#
 i;0.002073;0.004239;0.024481;0.115680;0.020336;0.036674;0.015948;0.011414;0.006757;0.233906;0.055662;0.059471;0.048123;0.092828;0.052728;0.004535;0.025337;0.003370;0.025812;0.002073;0.112184;0.007700;0.013620;0.002188;0.003834;0.002028;0.006659;0.001878;0.000401;0.001926;0.000736;0.004961;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
 e;0.002073;0.006294;0.192015;0.045539;0.019201;0.168118;0.014924;0.049611;0.011566;0.153683;0.020177;0.016636;0.092364;0.069316;0.027657;0.004540;0.018336;0.003319;0.008138;0.002119;0.010460;0.005315;0.019050;0.002223;0.006457;0.002999;0.014527;0.001878;0.000465;0.002055;0.000736;0.005156;0.002685;0.000063;0.000096;0.000118;0.000066;0.000023
 d;0.002073;0.005045;0.203150;0.333582;0.014633;0.026332;0.123145;0.022494;0.004815;0.032319;0.012023;0.007627;0.086399;0.022817;0.018028;0.003375;0.009151;0.003070;0.014506;0.002073;0.007985;0.004013;0.014402;0.002178;0.006621;0.004666;0.005169;0.002879;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000159
 r;0.002073;0.007116;0.080393;0.298922;0.031786;0.029258;0.100122;0.032691;0.009380;0.037809;0.016999;0.010720;0.137175;0.029274;0.032196;0.005752;0.015045;0.003723;0.033526;0.002073;0.010174;0.010408;0.015299;0.010591;0.006857;0.002722;0.011923;0.008462;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000949
 a;0.002073;0.004440;0.024875;0.045063;0.017183;0.080492;0.017053;0.206915;0.013685;0.143946;0.022365;0.036279;0.049535;0.040178;0.043174;0.004949;0.025523;0.004509;0.007846;0.002073;0.022440;0.012946;0.082286;0.002131;0.003936;0.002516;0.055989;0.001878;0.000373;0.018832;0.000736;0.002972;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
 u;0.002073;0.004608;0.024609;0.052069;0.015323;0.056668;0.016256;0.011428;0.026414;0.459397;0.014551;0.067004;0.069918;0.043006;0.030510;0.003621;0.012758;0.003858;0.007969;0.002073;0.020276;0.011156;0.011312;0.002315;0.004005;0.003515;0.007103;0.001878;0.000373;0.009846;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
 f;0.002073;0.004679;0.056591;0.103917;0.014586;0.139399;0.049502;0.022053;0.024809;0.030118;0.012415;0.010124;0.079472;0.017937;0.055353;0.004253;0.015011;0.002837;0.071889;0.002073;0.007985;0.004258;0.023069;0.010756;0.004514;0.002411;0.005953;0.195636;0.000959;0.001304;0.021182;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 n;0.002073;0.005137;0.158516;0.108793;0.054761;0.023218;0.092373;0.062788;0.007958;0.038811;0.013819;0.007839;0.154361;0.029774;0.035158;0.007487;0.042436;0.002714;0.057465;0.002168;0.008434;0.008290;0.009142;0.013499;0.021171;0.012322;0.006067;0.002327;0.000397;0.001304;0.004510;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
 h;0.002073;0.006374;0.099204;0.221636;0.014990;0.054351;0.187802;0.018995;0.005297;0.036222;0.013361;0.014671;0.102784;0.021635;0.066585;0.003894;0.009875;0.002806;0.024954;0.002131;0.007985;0.006043;0.021421;0.025269;0.006752;0.003231;0.005190;0.001936;0.000488;0.001304;0.006891;0.002586;0.000104;0.000105;0.000107;0.000176;0.000749;0.000023
 m;0.002073;0.005180;0.197199;0.195707;0.015150;0.022379;0.078052;0.037581;0.005756;0.029616;0.011976;0.053268;0.113968;0.022538;0.022112;0.003846;0.009856;0.006831;0.030180;0.002073;0.008952;0.005095;0.009705;0.005004;0.005330;0.002536;0.006769;0.027173;0.000373;0.001304;0.059161;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
  ;0.002073;0.046488;0.064540;0.083542;0.113157;0.032230;0.057208;0.067277;0.029542;0.058170;0.028353;0.026904;0.064285;0.051872;0.019744;0.023069;0.034443;0.013429;0.014536;0.002104;0.036387;0.019252;0.018732;0.004962;0.004060;0.006982;0.038022;0.004074;0.007188;0.001304;0.001050;0.024393;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
 s;0.002073;0.006466;0.163787;0.136795;0.015305;0.024263;0.035163;0.016500;0.007260;0.029748;0.013754;0.008528;0.100673;0.040197;0.138391;0.004094;0.011252;0.023916;0.081752;0.002158;0.086541;0.005629;0.010658;0.004916;0.006260;0.003156;0.008672;0.002763;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.002018;0.000289
 t;0.002073;0.010332;0.062844;0.209080;0.014586;0.118203;0.113846;0.054753;0.005179;0.030492;0.036592;0.007635;0.114693;0.033686;0.027868;0.014767;0.012097;0.003066;0.022220;0.002115;0.007985;0.004007;0.019519;0.027761;0.016906;0.010693;0.006827;0.003547;0.000373;0.001304;0.000819;0.002805;0.000104;0.000256;0.000091;0.000786;0.000066;0.000023
 z;0.002073;0.056218;0.102898;0.130654;0.014586;0.022301;0.020112;0.401532;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.011352;0.002073;0.007985;0.003966;0.011741;0.003818;0.004455;0.002815;0.005689;0.004794;0.000373;0.001304;0.003627;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
 g;0.002073;0.004393;0.062473;0.418568;0.014586;0.080661;0.040669;0.029061;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.009881;0.002150;0.007985;0.009258;0.039985;0.003717;0.009772;0.003889;0.005075;0.010734;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 p;0.002073;0.004239;0.033156;0.087819;0.014586;0.319009;0.126409;0.047866;0.019995;0.029240;0.020667;0.007343;0.046870;0.017665;0.027345;0.003375;0.009009;0.008760;0.081466;0.002073;0.007985;0.004222;0.032393;0.027041;0.004406;0.002228;0.005075;0.002392;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 o;0.002073;0.007850;0.024777;0.046472;0.152372;0.115399;0.013886;0.012301;0.049189;0.127611;0.033947;0.036757;0.053116;0.044858;0.021667;0.009187;0.019313;0.047072;0.008903;0.002073;0.021636;0.010592;0.040373;0.002131;0.004429;0.004547;0.074749;0.001878;0.001254;0.004562;0.001176;0.003087;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
 );0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
 c;0.002073;0.004239;0.025117;0.100971;0.014586;0.046252;0.026049;0.017369;0.004720;0.029240;0.405798;0.007343;0.116599;0.016327;0.016646;0.003375;0.009009;0.002691;0.092391;0.002073;0.008158;0.020234;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 k;0.002073;0.006330;0.026622;0.123093;0.014586;0.037966;0.070000;0.035201;0.005069;0.031578;0.012324;0.009017;0.062341;0.028002;0.077720;0.005292;0.009358;0.002691;0.300741;0.002247;0.007985;0.003966;0.051739;0.005828;0.007784;0.002843;0.005597;0.007565;0.000373;0.001304;0.039539;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
 l;0.002073;0.004877;0.131021;0.243508;0.018810;0.023292;0.123201;0.028217;0.007351;0.032747;0.012215;0.007661;0.063972;0.029160;0.038399;0.004092;0.015306;0.005959;0.030779;0.002153;0.009340;0.004763;0.046929;0.077840;0.004752;0.002689;0.011132;0.004507;0.000373;0.001304;0.005035;0.002949;0.000104;0.000048;0.000050;0.000118;0.003252;0.000023
 ä;0.002073;0.004239;0.053607;0.045063;0.019774;0.074528;0.013798;0.125139;0.020933;0.302153;0.043554;0.015125;0.044045;0.066262;0.059685;0.004024;0.022304;0.002691;0.007846;0.002073;0.022253;0.003966;0.018721;0.002131;0.003636;0.001971;0.005723;0.001878;0.000373;0.006168;0.000736;0.003120;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 ,;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.710713;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 .;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.011244;0.004720;0.029240;0.011976;0.007343;0.281340;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.417698;0.007985;0.003966;0.008669;0.002131;0.004337;0.015018;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 b;0.002073;0.005737;0.068435;0.538143;0.014586;0.042925;0.032758;0.015673;0.004993;0.031146;0.012521;0.007343;0.054770;0.032258;0.022006;0.010022;0.013775;0.002691;0.012055;0.002073;0.008121;0.003966;0.024647;0.003493;0.004181;0.002976;0.005755;0.014854;0.000373;0.001304;0.001196;0.002607;0.000104;0.000048;0.000050;0.000254;0.000066;0.000023
 ü;0.002073;0.004239;0.024424;0.045063;0.015689;0.156754;0.013798;0.011244;0.013918;0.059777;0.036626;0.007343;0.044045;0.036930;0.030172;0.003375;0.017839;0.003427;0.007846;0.002073;0.031532;0.003966;0.011245;0.002131;0.003636;0.001971;0.398379;0.001878;0.000373;0.004615;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 j;0.002073;0.004239;0.028624;0.332570;0.014586;0.022096;0.288968;0.071886;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.012046;0.002073;0.007985;0.003966;0.008669;0.018433;0.003636;0.001971;0.005075;0.018675;0.000373;0.001304;0.000736;0.004323;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 ß;0.003110;0.006359;0.039816;0.178883;0.021879;0.033145;0.021492;0.020046;0.019004;0.063733;0.017964;0.011014;0.346673;0.025286;0.051866;0.005858;0.016694;0.004036;0.011770;0.003110;0.012773;0.005949;0.026518;0.003197;0.018173;0.007727;0.010792;0.002817;0.000560;0.001956;0.001104;0.006091;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
 ö;0.002073;0.004239;0.024424;0.045063;0.014586;0.091580;0.013798;0.011244;0.215988;0.089334;0.025122;0.007343;0.044045;0.131350;0.025949;0.003375;0.053141;0.003630;0.007846;0.002073;0.093431;0.008661;0.054209;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.008816;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 v;0.002073;0.004239;0.066596;0.327068;0.014586;0.022096;0.025677;0.011244;0.004720;0.029240;0.011976;0.007622;0.046282;0.016607;0.016559;0.003375;0.009289;0.004369;0.328970;0.002073;0.007985;0.003966;0.008669;0.002131;0.004195;0.001971;0.005075;0.001878;0.000373;0.001304;0.004631;0.002751;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 x;0.002073;0.004239;0.151091;0.065063;0.014586;0.022096;0.053798;0.011244;0.004720;0.029240;0.011976;0.007343;0.064045;0.016327;0.049893;0.010042;0.009009;0.049357;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.016969;0.008638;0.005075;0.001878;0.000373;0.001304;0.000736;0.009138;0.340104;0.000048;0.000050;0.006785;0.000066;0.000023
 ?;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
 q;0.002073;0.004239;0.024424;0.045063;0.014586;0.022096;0.013798;0.677911;0.004720;0.029240;0.011976;0.007343;0.044045;0.016327;0.016559;0.003375;0.009009;0.002691;0.007846;0.002073;0.007985;0.003966;0.008669;0.002131;0.003636;0.001971;0.005075;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
 !;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.043860;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.503110;0.011978;0.005949;0.013004;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
 y;0.003110;0.006359;0.036637;0.067595;0.021879;0.033145;0.020697;0.016866;0.007081;0.137610;0.017964;0.011014;0.128568;0.321366;0.024839;0.020688;0.013514;0.019661;0.011770;0.003110;0.011978;0.005949;0.013004;0.003197;0.021079;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
 #;0.003110;0.006359;0.036637;0.113050;0.021879;0.033145;0.020697;0.062321;0.007081;0.407497;0.017964;0.011014;0.066068;0.024491;0.024839;0.005063;0.013514;0.004036;0.011770;0.003110;0.011978;0.005949;0.058459;0.003197;0.005454;0.002957;0.007612;0.002817;0.000560;0.001956;0.001104;0.003707;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
s(;0.003110;0.063359;0.114137;0.095095;0.156379;0.035145;0.048697;0.031866;0.028581;0.055360;0.050964;0.024514;0.066068;0.045491;0.025339;0.021563;0.019514;0.005036;0.012770;0.003110;0.011978;0.007949;0.018504;0.003697;0.005454;0.002957;0.017112;0.003317;0.006060;0.001956;0.001104;0.013207;0.000156;0.000072;0.000075;0.000177;0.000100;0.000034
sw;0.002073;0.004239;0.271640;0.306972;0.014586;0.022096;0.063738;0.023469;0.004720;0.029240;0.012139;0.007343;0.044208;0.016327;0.016559;0.003375;0.009009;0.002691;0.051755;0.002073;0.007985;0.003966;0.008669;0.020011;0.003636;0.028063;0.005075;0.008561;0.000373;0.001304;0.001062;0.002471;0.000104;0.000048;0.000050;0.000118;0.000229;0.000023
si;0.002073;0.004239;0.024481;0.183568;0.058516;0.036157;0.015948;0.011414;0.007436;0.134025;0.016644;0.016141;0.048204;0.045835;0.071301;0.004535;0.036620;0.003370;0.089627;0.002073;0.138708;0.008379;0.013620;0.002188;0.003834;0.002028;0.006998;0.001878;0.000401;0.001926;0.000736;0.006658;0.000132;0.000048;0.000050;0.000118;0.000066;0.000023
se;0.002073;0.006294;0.086270;0.047104;0.019201;0.158822;0.014786;0.016771;0.007907;0.192601;0.046505;0.032221;0.138373;0.055721;0.045194;0.004540;0.017296;0.004884;0.008138;0.002119;0.014704;0.010949;0.033433;0.002223;0.008335;0.003938;0.009289;0.001878;0.000465;0.002055;0.000736;0.002900;0.000969;0.000063;0.001035;0.000118;0.000066;0.000023
sd;0.002073;0.005045;0.133803;0.245966;0.014633;0.220544;0.055394;0.017782;0.004815;0.032319;0.012023;0.007627;0.086399;0.022817;0.018028;0.003375;0.009151;0.003070;0.050520;0.002073;0.007985;0.004013;0.014402;0.002178;0.006621;0.004577;0.005169;0.002257;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000070
sr;0.002073;0.007116;0.132327;0.297173;0.031786;0.029258;0.040255;0.028256;0.009380;0.037809;0.016260;0.010720;0.137175;0.029274;0.032196;0.005752;0.015045;0.003723;0.021700;0.002073;0.010174;0.010408;0.015299;0.007635;0.006857;0.002722;0.011923;0.038839;0.000404;0.001304;0.001017;0.003253;0.000104;0.000048;0.000050;0.000306;0.000098;0.000210
sa;0.002073;0.004440;0.026152;0.045063;0.016739;0.100025;0.017053;0.065857;0.013685;0.129254;0.024697;0.142944;0.049479;0.041342;0.069772;0.004727;0.074443;0.003843;0.007846;0.002073;0.049203;0.008723;0.043175;0.002131;0.003936;0.002071;0.022377;0.001878;0.000373;0.018832;0.000736;0.004249;0.000404;0.000048;0.000050;0.000118;0.000166;0.000023
su;0.002073;0.004608;0.024609;0.052069;0.028656;0.062748;0.016256;0.011428;0.026414;0.295902;0.013082;0.048237;0.069918;0.041831;0.030510;0.003621;0.012758;0.003858;0.007969;0.002073;0.133610;0.011156;0.017979;0.002315;0.004005;0.002340;0.053769;0.001878;0.000373;0.009846;0.000736;0.002901;0.000165;0.000048;0.000050;0.000118;0.000066;0.000023
sf;0.002073;0.004679;0.060847;0.092333;0.014586;0.064103;0.035318;0.018271;0.024337;0.030118;0.012415;0.010124;0.079472;0.017937;0.055353;0.004253;0.015011;0.002837;0.180991;0.002073;0.007985;0.004258;0.014086;0.097754;0.004514;0.002411;0.005953;0.112184;0.000959;0.001304;0.018581;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
sn;0.002073;0.005137;0.176666;0.157464;0.054761;0.022640;0.133582;0.015994;0.007958;0.038811;0.013819;0.007839;0.154361;0.029774;0.035158;0.007487;0.041858;0.002714;0.011249;0.002168;0.008434;0.008290;0.009142;0.003100;0.021171;0.012322;0.006067;0.002327;0.000397;0.001304;0.001043;0.003369;0.000104;0.000402;0.000073;0.000851;0.000066;0.000023
sh;0.002073;0.006374;0.038042;0.171905;0.014990;0.054351;0.326946;0.016956;0.005297;0.036222;0.013361;0.014671;0.102784;0.021635;0.066585;0.003894;0.009875;0.002806;0.011193;0.002131;0.007985;0.006043;0.021421;0.009978;0.014688;0.002721;0.005190;0.001936;0.000488;0.001304;0.002813;0.002586;0.000104;0.000105;0.000107;0.000176;0.000239;0.000023
sm;0.002073;0.005180;0.175751;0.135267;0.015150;0.022379;0.213450;0.032371;0.005756;0.029616;0.011976;0.053268;0.113968;0.022538;0.022112;0.003846;0.009856;0.006831;0.026527;0.002073;0.008174;0.005095;0.009705;0.003449;0.005330;0.002536;0.006769;0.007336;0.000373;0.001304;0.036686;0.002659;0.000104;0.000048;0.000050;0.000118;0.000066;0.000211
s ;0.002073;0.038251;0.074059;0.097150;0.110273;0.033656;0.062742;0.047237;0.029234;0.050001;0.032700;0.029009;0.052199;0.057826;0.023481;0.029624;0.034633;0.035069;0.010447;0.002104;0.009861;0.020894;0.020373;0.003931;0.004558;0.002893;0.038641;0.007064;0.005341;0.001304;0.001299;0.031446;0.000119;0.000048;0.000254;0.000118;0.000066;0.000023
ss;0.002073;0.006017;0.168232;0.238482;0.015305;0.023366;0.046712;0.016906;0.007260;0.029748;0.013754;0.008528;0.100673;0.040197;0.082347;0.004094;0.011252;0.029188;0.028321;0.002158;0.077449;0.005405;0.010658;0.003570;0.006260;0.003156;0.008672;0.002090;0.000458;0.001304;0.000905;0.003783;0.000104;0.000090;0.000261;0.000118;0.001038;0.000065
st;0.002073;0.010332;0.088862;0.212879;0.014586;0.092757;0.075904;0.031318;0.005179;0.031494;0.013854;0.008386;0.167285;0.035940;0.028118;0.015518;0.014351;0.003066;0.012980;0.002115;0.007985;0.004007;0.022274;0.025086;0.026673;0.020209;0.007078;0.011311;0.000373;0.001304;0.001320;0.003807;0.000104;0.000256;0.000091;0.001036;0.000066;0.000023
sz;0.002073;0.024100;0.131774;0.297653;0.014586;0.022301;0.056290;0.204637;0.004720;0.029240;0.011976;0.007752;0.063292;0.016532;0.033758;0.003375;0.009214;0.002691;0.010918;0.002073;0.007985;0.003966;0.011741;0.002950;0.004455;0.002381;0.005689;0.003926;0.000373;0.001304;0.003193;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000227
sg;0.002073;0.004393;0.048584;0.449727;0.014586;0.083915;0.047009;0.021445;0.005334;0.031541;0.012129;0.007343;0.109163;0.031513;0.027297;0.003605;0.009009;0.002767;0.008537;0.002150;0.007985;0.009258;0.023856;0.009111;0.009772;0.003889;0.005075;0.003565;0.000373;0.001304;0.000736;0.002548;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
sp;0.002073;0.004239;0.058504;0.122485;0.014586;0.275311;0.077013;0.035027;0.016020;0.029240;0.023466;0.007343;0.046870;0.017097;0.027345;0.003375;0.009009;0.007056;0.104429;0.002073;0.007985;0.004222;0.049923;0.033378;0.004406;0.002228;0.005075;0.004927;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
so;0.002073;0.039517;0.024777;0.046472;0.025506;0.113906;0.013886;0.017301;0.014388;0.205111;0.019021;0.043424;0.113117;0.024958;0.021667;0.055021;0.027646;0.018055;0.008903;0.002073;0.022469;0.008105;0.095374;0.002131;0.006929;0.002059;0.012560;0.001878;0.001254;0.004562;0.001176;0.003921;0.000456;0.000048;0.000050;0.000118;0.000066;0.000023
s);0.006219;0.012718;0.073273;0.135190;0.043757;0.066289;0.041394;0.033732;0.014161;0.087720;0.035928;0.022028;0.132136;0.048981;0.049678;0.010125;0.027028;0.008072;0.023539;0.006219;0.023956;0.011897;0.026008;0.006393;0.010908;0.005914;0.015224;0.005634;0.001119;0.003912;0.002208;0.007413;0.000311;0.000143;0.000149;0.000354;0.000199;0.000068
sc;0.002073;0.004239;0.025117;0.047400;0.014586;0.022442;0.014144;0.011417;0.004720;0.029240;0.655798;0.007343;0.045170;0.016327;0.016646;0.003375;0.009009;0.002691;0.009058;0.002073;0.008158;0.020234;0.008669;0.002131;0.003636;0.001971;0.005161;0.001878;0.000373;0.001304;0.000736;0.002471;0.000104;0.000048;0.000050;0.000118;0.000066;0.000023
sk;0.002073;0.006330;0.025644;0.112369;0.014586;0.050242;0.085295;0.173462;0.005069;0.030111;0.012324;0.008040;0.072145;0.028002;0.077720;0.005292;0.009358;0.002691;0.170962;0.002247;0.007985;0.003966;0.044436;0.003873;0.007295;0.002843;0.005597;0.004143;0.000373;0.001304;0.020995;0.002645;0.000104;0.000048;0.000050;0.000292;0.000066;0.000023
sl;0.002073;0.004877;0.102774;0.128752;0.018810;0.023292;0.107757;0.025352;0.007351;0.032747;0.012215;0.007661;0.063972;0.029160;0.038399;0.004092;0.015306;0.005959;0.213124;0.002153;0.009340;0.004763;0.046929;0.063493;0.004752;0.002689;0.011132;0.003552;0.000373;0.001304;0.001214;0.002949;0.000104;0.000048;0.000050;0.000118;0.001342;0.000023
