unsmoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
pó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
pä;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.686427;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
p#;0.003191;0.026037;0.101718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.179640;0.130372;0.008559;0.018733;0.203191;0.013387;0.012924;0.065072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
t(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
tr;0.002128;0.020422;0.163425;0.031584;0.094423;0.013172;0.008112;0.050897;0.096038;0.077054;0.024173;0.104487;0.005951;0.012611;0.002128;0.016442;0.010904;0.016095;0.184350;0.000421;0.024706;0.003841;0.009153;0.005113;0.004482;0.007821;0.004728;0.004076;0.000323;0.000549;0.000051;0.000094;0.000215;0.000011;0.000021
te;0.002128;0.123135;0.058031;0.075640;0.019339;0.029113;0.013259;0.033891;0.023702;0.022874;0.086961;0.225925;0.010107;0.013044;0.002148;0.085449;0.026360;0.029556;0.035582;0.000545;0.005883;0.004625;0.011636;0.006188;0.001686;0.020524;0.009924;0.009309;0.002092;0.010744;0.000380;0.000176;0.000011;0.000011;0.000021
ts;0.002128;0.017636;0.083194;0.039859;0.019845;0.009614;0.017100;0.062966;0.059409;0.037317;0.019760;0.429262;0.006262;0.022338;0.003452;0.009441;0.011635;0.012034;0.029959;0.000421;0.004610;0.003550;0.043700;0.004612;0.002925;0.004429;0.002849;0.037150;0.000323;0.000549;0.001455;0.000094;0.000011;0.000011;0.000101
tu;0.002128;0.269982;0.049065;0.064957;0.007941;0.017099;0.021808;0.070639;0.034226;0.022453;0.109976;0.064241;0.006880;0.012489;0.002128;0.018982;0.029032;0.063093;0.089778;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.012242;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
tm;0.002128;0.033185;0.459256;0.024011;0.019985;0.043412;0.037730;0.026507;0.062109;0.046888;0.019936;0.076179;0.005882;0.012489;0.002128;0.008925;0.008792;0.010224;0.051301;0.000421;0.011040;0.014206;0.005544;0.004255;0.001336;0.004389;0.002849;0.003657;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000197
tp;0.002128;0.093035;0.092454;0.019945;0.013519;0.014728;0.025429;0.034760;0.193535;0.262446;0.019760;0.063824;0.005706;0.015174;0.002327;0.008925;0.008616;0.041472;0.052131;0.000421;0.004292;0.003391;0.004329;0.004255;0.001435;0.004488;0.002849;0.003467;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
tt;0.002128;0.033996;0.321111;0.025776;0.015181;0.008413;0.007185;0.030868;0.099969;0.052539;0.020108;0.116107;0.005733;0.114824;0.002128;0.008952;0.009044;0.029030;0.051040;0.000421;0.010140;0.003391;0.010738;0.006155;0.001336;0.004416;0.002849;0.004991;0.000323;0.000549;0.000265;0.000201;0.000011;0.000011;0.000075
ti;0.002128;0.025184;0.061282;0.073018;0.008282;0.033405;0.009726;0.079590;0.021465;0.210753;0.130488;0.065517;0.014157;0.012522;0.002128;0.020628;0.060248;0.028717;0.040266;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.008404;0.059955;0.002174;0.000323;0.001079;0.000051;0.004743;0.000011;0.000011;0.000054
to;0.002128;0.079384;0.035955;0.026170;0.041917;0.033469;0.022772;0.039455;0.024480;0.037320;0.092103;0.371608;0.038834;0.013933;0.002128;0.022539;0.014170;0.019442;0.021292;0.000967;0.006501;0.008054;0.004982;0.017260;0.002042;0.010067;0.007150;0.002624;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
tn;0.002128;0.017358;0.390781;0.039102;0.010614;0.008640;0.007167;0.076248;0.033062;0.037022;0.022703;0.139463;0.008075;0.012740;0.002235;0.054216;0.023833;0.012919;0.032508;0.000673;0.005995;0.003427;0.007956;0.004291;0.003884;0.031844;0.004643;0.005268;0.000359;0.000585;0.000087;0.000130;0.000011;0.000011;0.000021
t ;0.002128;0.040877;0.053137;0.051670;0.016236;0.030623;0.036957;0.152909;0.093300;0.083688;0.030625;0.058978;0.025718;0.030313;0.002284;0.026251;0.034317;0.021176;0.088966;0.003232;0.009723;0.028495;0.003672;0.048028;0.002807;0.012599;0.006306;0.002691;0.001287;0.000562;0.000064;0.000342;0.000011;0.000011;0.000021
tf;0.002128;0.030160;0.058963;0.017981;0.362810;0.008438;0.007131;0.032348;0.054956;0.084608;0.019760;0.188183;0.021739;0.012613;0.002128;0.008925;0.008616;0.014025;0.034328;0.000421;0.005336;0.003391;0.004179;0.004628;0.001336;0.004389;0.002849;0.002571;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
th;0.002128;0.021774;0.415881;0.019296;0.010464;0.008406;0.007131;0.030425;0.107918;0.047556;0.020442;0.102967;0.005706;0.012545;0.002128;0.009501;0.008760;0.011074;0.121965;0.000478;0.006577;0.003391;0.005774;0.004543;0.001336;0.004389;0.002849;0.003366;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
t);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
td;0.002128;0.022285;0.428201;0.032477;0.017147;0.013071;0.007688;0.028493;0.050799;0.034964;0.020158;0.202569;0.005944;0.012648;0.002366;0.011070;0.008616;0.012512;0.037631;0.000580;0.006398;0.003471;0.013446;0.004414;0.001415;0.005422;0.004756;0.007875;0.000323;0.000549;0.000289;0.000094;0.000011;0.000011;0.000180
tc;0.002128;0.025918;0.080898;0.018432;0.020855;0.008065;0.007131;0.066836;0.048559;0.235981;0.019760;0.064446;0.005706;0.215452;0.002128;0.008925;0.017423;0.020666;0.048800;0.000421;0.012488;0.003391;0.003763;0.004255;0.004628;0.004389;0.002849;0.044482;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tl;0.002128;0.018840;0.179769;0.028090;0.013991;0.008136;0.007908;0.032012;0.072510;0.043477;0.019901;0.117242;0.008741;0.012489;0.002128;0.027698;0.008828;0.046395;0.048918;0.000421;0.268981;0.003462;0.006610;0.005384;0.001477;0.004530;0.005319;0.003486;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
ta;0.002128;0.070916;0.034586;0.047023;0.013366;0.022417;0.013648;0.156696;0.074634;0.022128;0.151742;0.075045;0.009303;0.012560;0.002163;0.019966;0.023637;0.072461;0.019911;0.001027;0.011892;0.033210;0.003790;0.005715;0.061313;0.016162;0.010969;0.003887;0.000323;0.007158;0.000051;0.000129;0.000011;0.000011;0.000021
tj;0.003191;0.026037;0.271415;0.026784;0.153190;0.012098;0.010697;0.039760;0.034623;0.144249;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.052594;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.006798;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ty;0.002128;0.017358;0.047992;0.029291;0.007851;0.018980;0.022138;0.028066;0.025819;0.050332;0.020973;0.499802;0.007354;0.012489;0.002474;0.009272;0.008790;0.010048;0.019911;0.000421;0.004093;0.003391;0.065077;0.004428;0.001336;0.004389;0.002849;0.070240;0.000323;0.000549;0.001699;0.000094;0.000011;0.000011;0.000021
tb;0.003191;0.041721;0.260940;0.044664;0.056945;0.014607;0.010697;0.042269;0.046841;0.056977;0.029640;0.082882;0.008559;0.018733;0.003191;0.013387;0.013238;0.079376;0.069390;0.020080;0.047231;0.005087;0.005150;0.006382;0.002004;0.006583;0.004900;0.003739;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
t,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tw;0.002128;0.018858;0.307300;0.020023;0.008684;0.008065;0.007298;0.028507;0.078065;0.196547;0.027094;0.081415;0.005706;0.084322;0.002128;0.008925;0.008616;0.011048;0.063134;0.000421;0.004260;0.003391;0.006934;0.004255;0.001336;0.004389;0.002849;0.003241;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tk;0.003192;0.026038;0.287387;0.049078;0.012572;0.012098;0.010697;0.039760;0.093404;0.045081;0.047953;0.205373;0.008559;0.019529;0.003192;0.013388;0.012925;0.019054;0.037829;0.000632;0.006140;0.005087;0.008335;0.007179;0.002004;0.007380;0.005069;0.009481;0.000485;0.000824;0.000077;0.000141;0.000016;0.000016;0.000032
tg;0.002128;0.065024;0.077135;0.020442;0.026270;0.008065;0.007131;0.028122;0.402397;0.040512;0.023638;0.151336;0.006191;0.032847;0.002289;0.010541;0.008616;0.011179;0.036554;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tv;0.003191;0.026037;0.413182;0.026784;0.011776;0.012098;0.010697;0.039760;0.103420;0.066745;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.062354;0.000632;0.006887;0.005087;0.005524;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
t.;0.002128;0.017358;0.035504;0.017856;0.007851;0.009775;0.007131;0.026507;0.021399;0.022092;0.019760;0.057000;0.005706;0.012489;0.661273;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.003442;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tq;0.003191;0.026037;0.051718;0.026784;0.511776;0.012098;0.010697;0.039760;0.032098;0.033138;0.029640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
tx;0.003191;0.026037;0.076912;0.026784;0.011776;0.012098;0.128914;0.183171;0.092175;0.035076;0.029640;0.093938;0.008559;0.018733;0.003191;0.013387;0.061374;0.015072;0.101572;0.000632;0.006140;0.005087;0.012902;0.006382;0.002004;0.006583;0.006211;0.008925;0.000485;0.002761;0.000076;0.000140;0.000016;0.000016;0.000032
t?;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.053582;0.005706;0.012489;0.668794;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
tz;0.002128;0.017358;0.231448;0.017856;0.007851;0.008065;0.007131;0.026507;0.301702;0.082698;0.019760;0.159642;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.018585;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.007597
tó;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
tä;0.003191;0.026037;0.051718;0.026784;0.011776;0.012098;0.010697;0.039760;0.032098;0.033138;0.529640;0.080372;0.008559;0.018733;0.003191;0.013387;0.012924;0.015072;0.029867;0.000632;0.006140;0.005087;0.005150;0.006382;0.002004;0.006583;0.004273;0.003111;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
t#;0.002128;0.017358;0.067812;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.119760;0.086915;0.005706;0.012489;0.468794;0.008925;0.008616;0.043382;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
i(;0.003191;0.030038;0.056218;0.040785;0.014276;0.063598;0.019197;0.166260;0.146598;0.044638;0.036640;0.080372;0.028559;0.031233;0.003191;0.016387;0.020424;0.022072;0.064867;0.001632;0.012640;0.014587;0.005150;0.055883;0.002504;0.008083;0.005773;0.003112;0.000985;0.000824;0.000077;0.000140;0.000016;0.000016;0.000032
ir;0.002128;0.023334;0.240715;0.113097;0.015531;0.024817;0.008112;0.050897;0.047066;0.070220;0.024173;0.187456;0.005951;0.012611;0.002128;0.029543;0.016727;0.016095;0.054388;0.000421;0.011202;0.003841;0.010609;0.005113;0.004482;0.007821;0.004728;0.005532;0.000323;0.000549;0.000051;0.000094;0.000215;0.000011;0.000021
ie;0.002128;0.057883;0.042788;0.231725;0.012149;0.017609;0.011821;0.042147;0.023702;0.022874;0.092883;0.158913;0.020884;0.013044;0.002148;0.042715;0.023704;0.024937;0.033857;0.000545;0.005883;0.004625;0.008185;0.027860;0.001686;0.011321;0.049596;0.004995;0.002092;0.004992;0.000092;0.000176;0.000011;0.000011;0.000021
is;0.002128;0.017852;0.085837;0.093218;0.019845;0.012423;0.019476;0.079816;0.069424;0.037487;0.019760;0.344850;0.007774;0.034868;0.002326;0.009441;0.017035;0.018731;0.044865;0.000421;0.004610;0.003982;0.021596;0.004612;0.004437;0.004645;0.002849;0.014057;0.000323;0.000549;0.000545;0.000094;0.000011;0.000011;0.000101
iu;0.002128;0.086283;0.047848;0.061307;0.007941;0.350432;0.020591;0.053607;0.034226;0.022453;0.061314;0.064241;0.006880;0.012489;0.002128;0.012900;0.029032;0.052144;0.031384;0.000421;0.004093;0.009353;0.004698;0.004255;0.001517;0.009809;0.002849;0.002436;0.000323;0.000639;0.000141;0.000094;0.000011;0.000011;0.000021
im;0.002128;0.033185;0.205177;0.027508;0.043295;0.046909;0.212555;0.026507;0.073764;0.052715;0.019936;0.093662;0.005882;0.012489;0.002128;0.008925;0.008792;0.010224;0.062956;0.000421;0.011040;0.015372;0.005544;0.004255;0.001336;0.004389;0.002849;0.003657;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.001363
ip;0.002128;0.093035;0.092454;0.040778;0.023936;0.019936;0.041054;0.039969;0.026868;0.095779;0.019760;0.100283;0.005706;0.041215;0.002327;0.008925;0.008616;0.176889;0.093798;0.000421;0.004292;0.003391;0.025162;0.004255;0.001435;0.004488;0.002849;0.019092;0.000323;0.000549;0.000051;0.000094;0.000011;0.000110;0.000021
it;0.002128;0.029906;0.089083;0.041905;0.029220;0.009608;0.007185;0.050880;0.129858;0.055526;0.020407;0.183610;0.005733;0.174561;0.002128;0.008952;0.009044;0.014164;0.043342;0.000421;0.051657;0.003391;0.012530;0.006155;0.001336;0.004416;0.002849;0.008575;0.000323;0.000549;0.000265;0.000201;0.000011;0.000011;0.000075
ii;0.002128;0.024948;0.045183;0.068993;0.008282;0.017544;0.009252;0.230159;0.188132;0.066103;0.095687;0.065280;0.010843;0.012522;0.002128;0.020392;0.032312;0.019958;0.030086;0.000454;0.004093;0.006341;0.003533;0.004255;0.005015;0.008167;0.013553;0.002174;0.000323;0.001079;0.000051;0.000955;0.000011;0.000011;0.000054
io;0.002128;0.067833;0.035955;0.026421;0.050284;0.030247;0.022187;0.038577;0.024480;0.027068;0.391341;0.094974;0.038834;0.013933;0.002128;0.026512;0.014170;0.018479;0.021292;0.000967;0.006501;0.007468;0.005150;0.012280;0.002042;0.008016;0.007150;0.002331;0.000323;0.000742;0.000051;0.000094;0.000011;0.000011;0.000021
in;0.002128;0.017358;0.076362;0.047396;0.015561;0.008640;0.007313;0.104329;0.043247;0.037167;0.023576;0.245676;0.012294;0.013322;0.002235;0.068621;0.040856;0.015684;0.045021;0.000818;0.006141;0.003427;0.008392;0.004291;0.008685;0.125107;0.008426;0.006723;0.000359;0.000585;0.000087;0.000130;0.000011;0.000011;0.000021
i ;0.002128;0.040994;0.048125;0.087827;0.014932;0.033859;0.028895;0.101836;0.050830;0.047548;0.026060;0.056268;0.023111;0.044792;0.002141;0.033087;0.042899;0.019675;0.103571;0.001520;0.006727;0.030624;0.003672;0.124622;0.003180;0.010548;0.006109;0.002405;0.001144;0.000562;0.000064;0.000200;0.000011;0.000011;0.000021
if;0.002128;0.030160;0.074017;0.017981;0.033777;0.008438;0.007131;0.049552;0.168934;0.086758;0.019760;0.304312;0.064749;0.012613;0.002128;0.008925;0.008616;0.014025;0.034328;0.000421;0.022541;0.003391;0.008480;0.004628;0.001336;0.004389;0.002849;0.002571;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ih;0.002128;0.019857;0.195751;0.018424;0.009157;0.008406;0.007131;0.030425;0.067395;0.374790;0.020442;0.084927;0.005706;0.012545;0.002128;0.009152;0.008673;0.010900;0.080048;0.000478;0.005967;0.003391;0.005251;0.004369;0.001336;0.004389;0.002849;0.002756;0.000323;0.000549;0.000051;0.000094;0.000011;0.000181;0.000021
i);0.006383;0.052075;0.103436;0.053569;0.023552;0.024196;0.021394;0.079520;0.064196;0.066276;0.059281;0.160745;0.017118;0.037466;0.006383;0.026775;0.025849;0.030145;0.059734;0.001264;0.012280;0.010174;0.010301;0.012765;0.004008;0.013167;0.008546;0.006223;0.000970;0.001647;0.000153;0.000281;0.000032;0.000032;0.000064
id;0.002128;0.022285;0.345350;0.032477;0.021001;0.013071;0.007688;0.031383;0.063323;0.034964;0.020158;0.238214;0.005944;0.012648;0.002366;0.012997;0.008616;0.015402;0.049192;0.000580;0.006398;0.003471;0.022116;0.005377;0.001415;0.007349;0.004756;0.007875;0.000323;0.000549;0.000289;0.000094;0.000011;0.000011;0.000180
ic;0.002128;0.025918;0.097682;0.021230;0.059549;0.008065;0.007131;0.069633;0.077930;0.110981;0.019760;0.117593;0.005706;0.142491;0.002128;0.008925;0.017423;0.025794;0.098218;0.000421;0.048852;0.003391;0.004695;0.004255;0.006959;0.004389;0.002849;0.004680;0.000488;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
il;0.002128;0.018840;0.105656;0.043698;0.018450;0.008136;0.007908;0.033126;0.115931;0.046821;0.019901;0.159605;0.008741;0.012489;0.002128;0.038847;0.008828;0.203586;0.060067;0.000421;0.045491;0.003462;0.006610;0.012073;0.001477;0.004530;0.005319;0.004601;0.000323;0.000549;0.000051;0.000094;0.000011;0.000081;0.000021
ia;0.002128;0.067037;0.034586;0.045815;0.011555;0.114104;0.013044;0.138759;0.030552;0.022128;0.083744;0.082158;0.009303;0.012560;0.002163;0.019966;0.020014;0.194045;0.019911;0.001027;0.011288;0.016174;0.008133;0.005715;0.007569;0.010123;0.010969;0.003765;0.000323;0.001119;0.000051;0.000129;0.000011;0.000011;0.000021
ij;0.002128;0.017358;0.180943;0.017856;0.102127;0.008065;0.007131;0.026507;0.023082;0.096166;0.019760;0.053582;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.035063;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.337866;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
iy;0.003191;0.026037;0.071988;0.043936;0.011776;0.028470;0.013296;0.042099;0.036516;0.075497;0.031459;0.402357;0.008819;0.018733;0.003711;0.013907;0.013184;0.015072;0.029867;0.000632;0.006140;0.005087;0.046730;0.006642;0.002004;0.006583;0.004273;0.030138;0.000485;0.000823;0.000336;0.000140;0.000016;0.000016;0.000032
ib;0.002128;0.031560;0.188941;0.029776;0.109125;0.009738;0.007131;0.028180;0.117370;0.037985;0.019760;0.055255;0.005706;0.012489;0.002128;0.008925;0.008825;0.210221;0.046260;0.013387;0.031488;0.003391;0.003434;0.004255;0.001336;0.004389;0.003267;0.002493;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
i,;0.002128;0.017358;0.034479;0.017856;0.007851;0.008065;0.007131;0.026507;0.021399;0.022092;0.019760;0.720248;0.005706;0.012489;0.002128;0.008925;0.008616;0.010048;0.019911;0.000421;0.004093;0.003391;0.003434;0.004255;0.001336;0.004389;0.002849;0.002074;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
iw;0.003191;0.028287;0.172218;0.030034;0.013026;0.012098;0.010947;0.042760;0.117098;0.097638;0.040640;0.122122;0.008559;0.126483;0.003191;0.013387;0.012924;0.016572;0.080617;0.000632;0.006390;0.005087;0.010400;0.006382;0.002004;0.006583;0.004273;0.004861;0.000485;0.000823;0.000076;0.000140;0.000016;0.000016;0.000032
ik;0.002128;0.017358;0.509910;0.032718;0.008381;0.008065;0.007131;0.026507;0.068275;0.030054;0.031968;0.136915;0.005706;0.013019;0.002128;0.008925;0.008616;0.012702;0.034228;0.000421;0.004093;0.003391;0.005557;0.004786;0.001336;0.004920;0.003379;0.006321;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
ig;0.002128;0.067948;0.088831;0.020442;0.040890;0.008065;0.007131;0.028122;0.089532;0.046360;0.061650;0.151336;0.006191;0.263841;0.002289;0.010541;0.008616;0.011179;0.045326;0.000421;0.006840;0.003391;0.007635;0.004255;0.001336;0.006490;0.002849;0.005306;0.000323;0.000549;0.000051;0.000094;0.000011;0.000011;0.000021
