unsmoothed;3
(;r;e;a;n;u;d;c;i;ó; ;l;p;í;o;s;);m;t;,;v;b;y;ñ;q;h;.;g;f;á;x;z;k;¿;é;?;j;ú;w;#
px;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
pz;0.002998;0.028187;0.056850;0.298746;0.028654;0.016550;0.020257;0.038585;0.031746;0.030059;0.141497;0.020704;0.012483;0.002050;0.141465;0.032983;0.002998;0.012043;0.019214;0.016867;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.007168;0.003082;0.008669;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
pk;0.001999;0.018791;0.037900;0.431516;0.019103;0.019857;0.013505;0.011998;0.076066;0.002392;0.061979;0.013803;0.008322;0.001367;0.170780;0.031793;0.001999;0.008029;0.012809;0.013206;0.011761;0.003088;0.002260;0.000602;0.002606;0.011653;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
p¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
pé;0.001999;0.283928;0.037900;0.029556;0.261950;0.010053;0.016499;0.018984;0.017242;0.002392;0.104071;0.020789;0.012314;0.001367;0.023722;0.069893;0.001999;0.009027;0.016801;0.004400;0.001957;0.006082;0.002260;0.000602;0.002606;0.001849;0.002057;0.020782;0.003053;0.000877;0.009486;0.000680;0.000068;0.000044;0.000668;0.000044;0.001745;0.000220;0.000020;0.000016
p?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
pj;0.002998;0.028187;0.238668;0.109842;0.028654;0.093956;0.020257;0.017997;0.029874;0.011610;0.078262;0.020704;0.012483;0.002050;0.194674;0.032983;0.002998;0.012043;0.019214;0.005102;0.004272;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.002338;0.000066;0.001121;0.000330;0.000030;0.000024
pú;0.001999;0.018791;0.037900;0.041677;0.170618;0.010053;0.013505;0.011998;0.017242;0.002392;0.052175;0.101681;0.008322;0.001367;0.023722;0.021989;0.001999;0.029241;0.027961;0.003402;0.001957;0.381876;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
pw;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
p#;0.001999;0.018791;0.121234;0.071223;0.519102;0.010053;0.013505;0.011998;0.017242;0.002392;0.093841;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
í(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
ír;0.001999;0.026201;0.105156;0.090678;0.021017;0.017924;0.019284;0.071773;0.326290;0.003669;0.096279;0.019050;0.008819;0.008103;0.065415;0.025180;0.002034;0.018807;0.025253;0.006380;0.003942;0.003407;0.002296;0.000602;0.004024;0.001849;0.004857;0.006399;0.002232;0.005770;0.000504;0.001495;0.000103;0.000044;0.001838;0.000044;0.001031;0.000220;0.000020;0.000016
íe;0.001999;0.045598;0.038199;0.033880;0.074527;0.012848;0.019007;0.026693;0.017541;0.002392;0.305431;0.038183;0.009904;0.001402;0.026658;0.080313;0.002034;0.018558;0.017520;0.007814;0.004558;0.006182;0.002260;0.004715;0.003503;0.001884;0.003217;0.011291;0.004498;0.000895;0.004090;0.168313;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
ía;0.001999;0.055488;0.038284;0.029556;0.061320;0.012510;0.039584;0.032690;0.017310;0.002415;0.298773;0.037042;0.012830;0.002539;0.023812;0.171217;0.002066;0.044677;0.020451;0.028329;0.003625;0.010211;0.005461;0.002112;0.003170;0.002525;0.024212;0.004441;0.002663;0.000877;0.000504;0.002100;0.000136;0.000044;0.000713;0.001261;0.002460;0.000558;0.000020;0.000016
ín;0.001999;0.018826;0.142347;0.055852;0.019487;0.015180;0.059248;0.072574;0.178242;0.004066;0.192126;0.013942;0.008322;0.001646;0.045798;0.034997;0.002068;0.009738;0.075689;0.008040;0.003421;0.003123;0.002260;0.000602;0.003374;0.001918;0.004812;0.005259;0.008576;0.001435;0.000504;0.001621;0.000173;0.000044;0.000703;0.000149;0.001201;0.000604;0.000020;0.000016
íu;0.002998;0.079181;0.226035;0.064314;0.119310;0.015179;0.030893;0.043046;0.048825;0.003688;0.090787;0.037702;0.022125;0.004734;0.035980;0.053858;0.002998;0.020591;0.029949;0.005500;0.003929;0.009602;0.012635;0.000902;0.003909;0.002773;0.003085;0.008799;0.004672;0.001813;0.000855;0.002212;0.000102;0.000066;0.003685;0.000066;0.002811;0.000330;0.000030;0.000024
íd;0.001999;0.021110;0.243700;0.150840;0.019103;0.015430;0.013554;0.011998;0.230596;0.002540;0.064014;0.013852;0.008322;0.003390;0.123065;0.022038;0.001999;0.008719;0.013352;0.004734;0.002154;0.003137;0.002260;0.000602;0.002853;0.001947;0.003241;0.002818;0.002055;0.000927;0.000504;0.000680;0.000117;0.000044;0.001210;0.000044;0.000797;0.000220;0.000020;0.000016
íc;0.001999;0.026898;0.064387;0.074422;0.019880;0.177287;0.013505;0.014941;0.210484;0.003281;0.052952;0.020299;0.008322;0.004088;0.181330;0.021989;0.001999;0.008029;0.055778;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.012232;0.002223;0.002818;0.002055;0.001322;0.000504;0.000680;0.000290;0.000044;0.001001;0.000044;0.000747;0.000220;0.000020;0.000016
íi;0.002998;0.042386;0.098580;0.082296;0.076585;0.016818;0.068014;0.064884;0.025979;0.060097;0.086897;0.028296;0.016714;0.002050;0.082007;0.071061;0.002998;0.032850;0.039325;0.005508;0.019742;0.011934;0.003390;0.000902;0.004431;0.002773;0.003201;0.014717;0.011022;0.001374;0.000755;0.008090;0.000392;0.000066;0.008710;0.000066;0.001700;0.000330;0.000030;0.000024
íó;0.002998;0.032364;0.056850;0.044334;0.439264;0.015079;0.028193;0.018414;0.025863;0.003588;0.095806;0.038248;0.014572;0.002050;0.035583;0.035907;0.002998;0.036688;0.020049;0.005102;0.005023;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.006733;0.003082;0.001316;0.007021;0.001019;0.000102;0.000066;0.001001;0.000066;0.001538;0.000330;0.000030;0.000024
í ;0.001999;0.029300;0.126857;0.075075;0.027020;0.052455;0.060155;0.120992;0.024418;0.002520;0.053720;0.081385;0.067651;0.001380;0.034530;0.061935;0.002011;0.031573;0.029389;0.003772;0.005468;0.005386;0.011952;0.000602;0.050857;0.009842;0.002414;0.005704;0.013144;0.001069;0.000529;0.001076;0.000272;0.000121;0.001089;0.000057;0.001411;0.000731;0.000109;0.000029
íl;0.002998;0.028259;0.111296;0.215996;0.028654;0.025867;0.021705;0.018721;0.054606;0.004095;0.189107;0.033012;0.012700;0.011390;0.104364;0.033273;0.003070;0.016532;0.028988;0.009374;0.004600;0.004704;0.003535;0.000902;0.004344;0.002773;0.006488;0.008788;0.003371;0.001823;0.000755;0.001019;0.000102;0.000066;0.001146;0.000066;0.001121;0.000330;0.000030;0.000024
íp;0.002998;0.141779;0.141384;0.128868;0.028654;0.045939;0.020257;0.019077;0.041833;0.004309;0.078382;0.053485;0.013204;0.003011;0.160463;0.033223;0.002998;0.012043;0.025218;0.005102;0.002935;0.004632;0.003510;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001796;0.000755;0.001019;0.000222;0.000066;0.001361;0.000066;0.001121;0.002131;0.000030;0.000144
íí;0.002998;0.032573;0.058312;0.256322;0.046929;0.015079;0.026836;0.042120;0.025863;0.003588;0.121390;0.020704;0.012483;0.002050;0.060437;0.075381;0.002998;0.014967;0.107664;0.019722;0.004397;0.005363;0.003390;0.000902;0.003909;0.002773;0.006009;0.004227;0.014047;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001852;0.000330;0.000030;0.000024
ío;0.001999;0.062126;0.038518;0.029640;0.062128;0.010137;0.267589;0.020171;0.017383;0.002392;0.199379;0.023071;0.017085;0.001395;0.024143;0.094505;0.002055;0.026452;0.017022;0.023456;0.002912;0.013255;0.005153;0.000602;0.002719;0.003169;0.017927;0.006244;0.002897;0.000877;0.000756;0.000764;0.000068;0.000044;0.000668;0.000269;0.000775;0.000220;0.000020;0.000016
ís;0.001999;0.021397;0.300667;0.043766;0.019133;0.020506;0.014262;0.015119;0.066751;0.003695;0.210260;0.014802;0.023765;0.002912;0.040749;0.021989;0.002302;0.009362;0.070892;0.044590;0.002048;0.003149;0.002260;0.000602;0.002697;0.001879;0.022246;0.003272;0.002964;0.000908;0.000504;0.000680;0.000068;0.000044;0.000789;0.005912;0.000747;0.000220;0.000081;0.000016
í);0.005996;0.056374;0.113701;0.088668;0.057309;0.030159;0.040514;0.035994;0.051727;0.007177;0.156524;0.041408;0.024967;0.004101;0.071166;0.065967;0.005996;0.024086;0.038428;0.010205;0.005870;0.009264;0.006781;0.001805;0.007819;0.005546;0.006170;0.008454;0.006164;0.002632;0.001511;0.002039;0.000204;0.000132;0.002003;0.000132;0.002242;0.000660;0.000060;0.000048
ím;0.001999;0.018791;0.119719;0.073619;0.019186;0.108074;0.013505;0.012164;0.325992;0.002558;0.052839;0.013803;0.043506;0.004520;0.078157;0.022238;0.001999;0.008029;0.012809;0.003568;0.001957;0.027733;0.002260;0.000602;0.002606;0.001849;0.002223;0.002818;0.002055;0.014320;0.000504;0.000680;0.000068;0.000044;0.001166;0.000044;0.000747;0.001216;0.000020;0.000016
ít;0.001999;0.063260;0.122157;0.122696;0.019103;0.033036;0.013505;0.012102;0.369471;0.003120;0.052591;0.013855;0.008322;0.002303;0.084470;0.022041;0.001999;0.008029;0.013017;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.002161;0.002109;0.002818;0.002055;0.004362;0.000504;0.000888;0.000068;0.000044;0.002488;0.000044;0.000747;0.000688;0.000020;0.000016
í,;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.718449;0.013803;0.008322;0.001367;0.023722;0.021989;0.001999;0.008029;0.012809;0.003598;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002253;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
ív;0.001999;0.018791;0.123702;0.118763;0.019103;0.011415;0.013505;0.011998;0.083637;0.002733;0.052175;0.013803;0.008322;0.010901;0.435026;0.021989;0.001999;0.008029;0.012809;0.003742;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.003051;0.000044;0.000747;0.000220;0.000020;0.000016
íb;0.001999;0.096030;0.067890;0.086945;0.019103;0.026018;0.013505;0.012214;0.076358;0.002824;0.053253;0.395895;0.008322;0.004603;0.035588;0.031913;0.001999;0.008244;0.013241;0.003617;0.003467;0.003088;0.002260;0.000602;0.002606;0.001849;0.002272;0.002818;0.002055;0.001740;0.000504;0.000680;0.000068;0.000044;0.001099;0.000044;0.014987;0.000220;0.000020;0.000016
íy;0.002998;0.028187;0.079397;0.088100;0.029981;0.028342;0.020257;0.017997;0.025863;0.004915;0.440330;0.020704;0.012483;0.002050;0.070950;0.032983;0.002998;0.012485;0.019214;0.022344;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.004853;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001885;0.000066;0.001121;0.000330;0.000030;0.000024
íñ;0.002998;0.028187;0.058511;0.139018;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.439237;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íq;0.002998;0.028187;0.056850;0.044334;0.028654;0.515079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íh;0.002998;0.034133;0.139012;0.325415;0.028654;0.026971;0.020257;0.017997;0.033431;0.003588;0.081505;0.021244;0.012483;0.003672;0.128556;0.032983;0.002998;0.012043;0.019754;0.011048;0.002935;0.004632;0.004471;0.000902;0.003909;0.003313;0.004706;0.004227;0.003082;0.001856;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001661;0.000330;0.000030;0.002186
í.;0.001999;0.018791;0.037900;0.029556;0.019103;0.010053;0.013505;0.011998;0.017242;0.002392;0.075174;0.013803;0.008322;0.001367;0.023722;0.021989;0.645017;0.008029;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.001849;0.002705;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.000668;0.000044;0.000747;0.000220;0.000020;0.000016
íg;0.002998;0.143435;0.084865;0.125895;0.037165;0.122172;0.020257;0.017997;0.123381;0.004298;0.078971;0.028860;0.012484;0.006661;0.077782;0.032984;0.002998;0.012043;0.019569;0.005812;0.002935;0.004632;0.003391;0.000903;0.003910;0.002773;0.003440;0.004227;0.003082;0.001671;0.000756;0.001020;0.000102;0.000066;0.001356;0.000066;0.001121;0.003167;0.000030;0.000733
íf;0.001999;0.039544;0.091727;0.046417;0.019103;0.042478;0.013505;0.011998;0.436502;0.003365;0.052175;0.024179;0.008322;0.004610;0.123917;0.021989;0.001999;0.009001;0.012809;0.003402;0.001957;0.003088;0.002260;0.000602;0.002606;0.002173;0.002057;0.002818;0.002379;0.000877;0.000504;0.000680;0.000068;0.000044;0.007801;0.000044;0.000747;0.000220;0.000020;0.000016
íá;0.002998;0.036159;0.056850;0.044334;0.092436;0.016218;0.020257;0.051026;0.025863;0.003588;0.194435;0.045761;0.022734;0.002050;0.035583;0.212938;0.002998;0.034822;0.032881;0.009658;0.002935;0.006910;0.003390;0.000902;0.003909;0.002773;0.004224;0.006505;0.007638;0.001316;0.012145;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íx;0.002998;0.028187;0.060819;0.097905;0.028654;0.015079;0.020257;0.061648;0.216339;0.003588;0.078262;0.020704;0.109705;0.002050;0.041535;0.032983;0.002998;0.012043;0.108499;0.009071;0.004919;0.004632;0.003390;0.000902;0.003909;0.002773;0.005069;0.004227;0.003082;0.005284;0.004724;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íz;0.002998;0.028187;0.056850;0.298746;0.028654;0.016550;0.020257;0.038585;0.031746;0.030059;0.141497;0.020704;0.012483;0.002050;0.141465;0.032983;0.002998;0.012043;0.019214;0.016867;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.007168;0.003082;0.008669;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
ík;0.002998;0.028187;0.056850;0.147275;0.028654;0.029785;0.020257;0.017997;0.114099;0.003588;0.092968;0.020704;0.012483;0.002050;0.256170;0.047689;0.002998;0.012043;0.019214;0.019808;0.017641;0.004632;0.003390;0.000902;0.003909;0.017479;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
í¿;0.002998;0.028187;0.102305;0.067061;0.028654;0.015079;0.042984;0.131633;0.025863;0.003588;0.078262;0.043431;0.194301;0.002050;0.035583;0.101165;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.025500;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íé;0.002998;0.092558;0.056850;0.044334;0.226259;0.015079;0.024748;0.028476;0.025863;0.003588;0.156106;0.031183;0.018471;0.002050;0.035583;0.104840;0.002998;0.013540;0.025202;0.006599;0.002935;0.009123;0.003390;0.000902;0.003909;0.002773;0.003085;0.031173;0.004579;0.001316;0.014228;0.001019;0.000102;0.000066;0.001001;0.000066;0.002618;0.000330;0.000030;0.000024
í?;0.002998;0.028187;0.056850;0.044334;0.028654;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.035583;0.032983;0.502997;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íj;0.001999;0.018791;0.492445;0.073228;0.019103;0.062638;0.013505;0.011998;0.019916;0.007740;0.052175;0.013803;0.008322;0.001367;0.129783;0.021989;0.001999;0.008029;0.012809;0.003402;0.002848;0.003088;0.002260;0.000602;0.002606;0.001849;0.002057;0.002818;0.002055;0.000877;0.000504;0.000680;0.000068;0.000044;0.001559;0.000044;0.000747;0.000220;0.000020;0.000016
íú;0.002998;0.028187;0.056850;0.062516;0.255927;0.015079;0.020257;0.017997;0.025863;0.003588;0.078262;0.152522;0.012483;0.002050;0.035583;0.032983;0.002998;0.043861;0.041941;0.005102;0.002935;0.072814;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
íw;0.002998;0.028187;0.106850;0.044334;0.028654;0.215079;0.020257;0.017997;0.025863;0.003588;0.078262;0.020704;0.012483;0.002050;0.235583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.053390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
í#;0.002998;0.028187;0.181850;0.106834;0.278654;0.015079;0.020257;0.017997;0.025863;0.003588;0.140762;0.020704;0.012483;0.002050;0.035583;0.032983;0.002998;0.012043;0.019214;0.005102;0.002935;0.004632;0.003390;0.000902;0.003909;0.002773;0.003085;0.004227;0.003082;0.001316;0.000755;0.001019;0.000102;0.000066;0.001001;0.000066;0.001121;0.000330;0.000030;0.000024
o(;0.002998;0.033187;0.176850;0.073834;0.052654;0.018079;0.038757;0.042497;0.029363;0.003588;0.078262;0.064704;0.070483;0.002050;0.039083;0.113483;0.002998;0.027043;0.037214;0.005102;0.004435;0.006132;0.016890;0.000902;0.011409;0.011773;0.008085;0.006227;0.006082;0.001316;0.000755;0.001019;0.000102;0.008066;0.002501;0.000066;0.001121;0.000330;0.000530;0.000024
or;0.001999;0.031818;0.118549;0.130427;0.021881;0.018140;0.036782;0.018161;0.078108;0.003885;0.204509;0.019050;0.010979;0.020201;0.065631;0.025612;0.002250;0.067197;0.061978;0.008540;0.003942;0.003407;0.002296;0.000602;0.012666;0.001849;0.006154;0.008343;0.002232;0.005770;0.000504;0.003223;0.000103;0.000044;0.001838;0.000044;0.001031;0.000220;0.000020;0.000016
oe;0.001999;0.045598;0.038199;0.033880;0.089678;0.012848;0.200825;0.117602;0.017541;0.002392;0.138764;0.038183;0.009904;0.001402;0.026658;0.080313;0.002034;0.018558;0.062975;0.007814;0.004558;0.006182;0.002260;0.004715;0.003503;0.001884;0.003217;0.011291;0.004498;0.000895;0.004090;0.001646;0.000068;0.000044;0.000668;0.000097;0.002962;0.000220;0.000020;0.000016
oa;0.001999;0.055488;0.038284;0.029556;0.044078;0.012510;0.150695;0.031541;0.017310;0.002415;0.150497;0.037042;0.012830;0.002539;0.023812;0.063171;0.002066;0.247359;0.020451;0.008789;0.003625;0.010211;0.005461;0.002112;0.003170;0.002525;0.005821;0.004441;0.002663;0.000877;0.000504;0.002100;0.000136;0.000044;0.000713;0.000112;0.002460;0.000558;0.000020;0.000016
on;0.001999;0.018826;0.148727;0.100020;0.019704;0.015397;0.067829;0.049328;0.036580;0.014075;0.204345;0.014160;0.008322;0.001646;0.054066;0.070028;0.002068;0.009955;0.098752;0.009128;0.007120;0.003123;0.002260;0.000602;0.003374;0.001918;0.004812;0.007000;0.015974;0.001435;0.000504;0.002056;0.000173;0.000044;0.000703;0.000149;0.003159;0.000604;0.000020;0.000016
ou;0.001999;0.275009;0.150690;0.042876;0.079540;0.010119;0.020595;0.028698;0.032550;0.002459;0.060525;0.025135;0.125861;0.003156;0.023987;0.035906;0.001999;0.013728;0.019966;0.003667;0.002619;0.006401;0.008423;0.000602;0.002606;0.001849;0.002057;0.005866;0.003115;0.001209;0.000570;0.001475;0.000068;0.000044;0.002457;0.000044;0.001874;0.000220;0.000020;0.000016
