smoothed;3
(;r;e;s;u;m;p;t;i;o;n; ;f;h;);d;c;l;a;j;y;b;,;w;k;g;v;.;q;x;?;z;ó;ä;#
 l;0.002096;0.002096;0.222222;0.002096;0.004193;0.002096;0.002096;0.002096;0.348008;0.148847;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.207547;0.002096;0.006289;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.002096;0.004193;0.002096
 a;0.000350;0.089510;0.000350;0.090559;0.008741;0.038462;0.024476;0.039860;0.009441;0.000350;0.310839;0.141958;0.012587;0.001049;0.000350;0.034266;0.048252;0.077622;0.000350;0.000350;0.000350;0.023776;0.000350;0.004545;0.000350;0.032517;0.005245;0.000350;0.000350;0.000350;0.000350;0.000699;0.000350;0.000350;0.000350
 j;0.008475;0.008475;0.016949;0.008475;0.440678;0.008475;0.008475;0.008475;0.016949;0.203390;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.067797;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475;0.008475
 y;0.004274;0.004274;0.230769;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.628205;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274;0.004274
 b;0.001052;0.043113;0.580442;0.001052;0.115668;0.001052;0.001052;0.001052;0.006309;0.032597;0.001052;0.003155;0.001052;0.001052;0.001052;0.001052;0.001052;0.006309;0.055731;0.001052;0.129338;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052;0.001052
 ,;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.358491;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868;0.018868
 w;0.000702;0.007022;0.214185;0.000702;0.003511;0.000702;0.000702;0.000702;0.223315;0.157303;0.000702;0.000702;0.000702;0.282303;0.000702;0.000702;0.000702;0.000702;0.091994;0.000702;0.001404;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702;0.000702
 k;0.009709;0.009709;0.184466;0.009709;0.019417;0.009709;0.009709;0.009709;0.155340;0.145631;0.203883;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709;0.009709
 g;0.002331;0.296037;0.137529;0.002331;0.170163;0.002331;0.002331;0.002331;0.097902;0.188811;0.002331;0.002331;0.002331;0.004662;0.002331;0.018648;0.002331;0.013986;0.011655;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331;0.002331
 v;0.004762;0.004762;0.304762;0.004762;0.004762;0.004762;0.004762;0.004762;0.157143;0.252381;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.138095;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762;0.004762
 .;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.116667;0.016667;0.016667;0.300000;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.050000;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667;0.016667
 q;0.010309;0.010309;0.010309;0.010309;0.649485;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309;0.010309
 x;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778
 ?;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
 z;0.023256;0.023256;0.069767;0.023256;0.023256;0.023256;0.023256;0.023256;0.046512;0.139535;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256;0.023256
 ó;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
 ä;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
 #;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f(;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fr;0.007246;0.007246;0.079710;0.007246;0.050725;0.007246;0.007246;0.007246;0.036232;0.456522;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.159420;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246;0.007246
fe;0.004310;0.237069;0.051724;0.012931;0.004310;0.004310;0.004310;0.202586;0.004310;0.004310;0.008621;0.021552;0.004310;0.004310;0.004310;0.008621;0.168103;0.030172;0.017241;0.004310;0.004310;0.034483;0.012931;0.094828;0.004310;0.004310;0.004310;0.008621;0.004310;0.004310;0.004310;0.004310;0.004310;0.004310;0.004310
fs;0.027778;0.027778;0.027778;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
fu;0.004785;0.076555;0.004785;0.023923;0.004785;0.004785;0.004785;0.081340;0.004785;0.004785;0.488038;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.186603;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785;0.004785
fm;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.105263;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
fp;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
ft;0.012195;0.012195;0.365854;0.012195;0.012195;0.012195;0.012195;0.012195;0.085366;0.012195;0.012195;0.097561;0.012195;0.073171;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195;0.012195
fi;0.003279;0.180328;0.045902;0.022951;0.003279;0.003279;0.003279;0.032787;0.003279;0.003279;0.193443;0.003279;0.019672;0.003279;0.003279;0.019672;0.301639;0.019672;0.006557;0.003279;0.003279;0.003279;0.003279;0.003279;0.003279;0.026230;0.055738;0.003279;0.003279;0.003279;0.003279;0.003279;0.003279;0.003279;0.003279
fo;0.001859;0.873606;0.001859;0.001859;0.026022;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.011152;0.029740;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.003717;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859;0.001859
fn;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f ;0.000894;0.028623;0.053667;0.043828;0.009839;0.020572;0.045617;0.415921;0.037567;0.033095;0.009839;0.007156;0.009839;0.011628;0.000894;0.030411;0.043828;0.018784;0.067084;0.006261;0.021467;0.012522;0.000894;0.028623;0.002683;0.017889;0.010733;0.000894;0.003578;0.000894;0.000894;0.000894;0.000894;0.000894;0.000894
ff;0.006098;0.006098;0.341463;0.006098;0.006098;0.006098;0.006098;0.006098;0.256098;0.085366;0.006098;0.060976;0.006098;0.012195;0.006098;0.006098;0.006098;0.006098;0.067073;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098;0.006098
fh;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.055556;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778;0.027778
f);0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fd;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fc;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fl;0.014925;0.014925;0.253731;0.014925;0.059701;0.014925;0.014925;0.014925;0.014925;0.059701;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.044776;0.014925;0.134328;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925;0.014925
fa;0.006623;0.158940;0.006623;0.033113;0.013245;0.026490;0.006623;0.006623;0.145695;0.006623;0.013245;0.006623;0.006623;0.006623;0.006623;0.006623;0.331126;0.033113;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623;0.072848;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623;0.006623
fj;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fy;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.088889;0.022222;0.022222;0.177778;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
fb;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f,;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.170732;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
fw;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.105263;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316;0.026316
fk;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fg;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fv;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f.;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.128205;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641;0.025641
fq;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fx;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f?;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fz;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fó;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
fä;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
f#;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
h(;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
hr;0.012658;0.012658;0.101266;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.481013;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658;0.012658
he;0.000348;0.113739;0.000696;0.047304;0.000348;0.012522;0.000348;0.006957;0.018783;0.000348;0.030957;0.714435;0.000348;0.000348;0.000348;0.009043;0.001043;0.007652;0.007304;0.000348;0.021565;0.000348;0.000348;0.000348;0.000348;0.000348;0.000348;0.000348;0.000348;0.000348;0.000348;0.000696;0.000348;0.000348;0.000348
hs;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.177778;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.044444;0.022222;0.022222;0.022222;0.022222;0.066667;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222;0.022222
hu;0.017241;0.137931;0.017241;0.155172;0.017241;0.120690;0.017241;0.034483;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.034483;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241;0.017241
hm;0.024390;0.024390;0.146341;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.048780;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390;0.024390
hp;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571;0.028571
ht;0.009615;0.019231;0.067308;0.019231;0.009615;0.009615;0.009615;0.009615;0.009615;0.019231;0.009615;0.509615;0.009615;0.009615;0.009615;0.009615;0.009615;0.038462;0.009615;0.009615;0.009615;0.009615;0.028846;0.009615;0.009615;0.009615;0.009615;0.038462;0.009615;0.009615;0.009615;0.009615;0.009615;0.009615;0.009615
hi;0.001183;0.011834;0.026036;0.471006;0.001183;0.008284;0.026036;0.015385;0.001183;0.003550;0.117160;0.001183;0.004734;0.001183;0.001183;0.002367;0.240237;0.017751;0.001183;0.001183;0.001183;0.003550;0.001183;0.001183;0.001183;0.027219;0.001183;0.001183;0.001183;0.001183;0.001183;0.001183;0.001183;0.001183;0.001183
ho;0.002660;0.071809;0.002660;0.085106;0.388298;0.010638;0.037234;0.007979;0.005319;0.010638;0.002660;0.071809;0.005319;0.002660;0.002660;0.013298;0.005319;0.047872;0.002660;0.002660;0.002660;0.002660;0.002660;0.183511;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660;0.002660
hn;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.127660;0.170213;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277;0.021277
